K/- [0.00, 0.67, 0.32, 0.00, 0.00]
J/- [0.00, 0.19, 0.80, 0.00, 0.00]
Q/- [0.00, 0.74, 0.26, 0.00, 0.00]
Q/-B [0.56, 0.00, 0.00, 0.42, 0.01]
Q/-c [0.00, 0.48, 0.52, 0.00, 0.00]
K/-B [0.36, 0.00, 0.00, 0.64, 0.00]
K/-c [0.00, 0.76, 0.23, 0.00, 0.00]
J/-B [0.63, 0.00, 0.00, 0.12, 0.24]
J/-c [0.00, 0.23, 0.76, 0.00, 0.00]
K/-B/R [0.07, 0.00, 0.00, 0.93, 0.00]
K/-c/B [0.50, 0.00, 0.00, 0.50, 0.00]
J/-B/R [0.20, 0.00, 0.00, 0.79, 0.01]
J/-c/B [0.57, 0.00, 0.00, 0.02, 0.41]
Q/-B/R [0.03, 0.00, 0.00, 0.96, 0.01]
Q/-c/B [0.72, 0.00, 0.00, 0.27, 0.01]
K/J-B/C [0.00, 0.21, 0.79, 0.00, 0.00]
K/J-c/c [0.00, 0.05, 0.95, 0.00, 0.00]
K/Q-B/C [0.00, 0.14, 0.85, 0.00, 0.00]
K/Q-c/c [0.00, 0.04, 0.96, 0.00, 0.00]
J/K-B/C [0.19, 0.22, 0.19, 0.19, 0.19]
J/K-c/c [0.02, 0.02, 0.93, 0.02, 0.02]
J/Q-B/C [0.00, 0.66, 0.33, 0.00, 0.00]
J/Q-c/c [0.00, 0.12, 0.88, 0.00, 0.00]
Q/Q-B/C [0.00, 0.44, 0.55, 0.00, 0.00]
Q/Q-c/c [0.01, 0.72, 0.25, 0.01, 0.01]
K/K-B/C [0.00, 0.70, 0.29, 0.00, 0.00]
K/K-c/c [0.01, 0.62, 0.36, 0.01, 0.01]
J/J-B/C [0.00, 0.68, 0.31, 0.00, 0.00]
J/J-c/c [0.00, 0.27, 0.72, 0.00, 0.00]
Q/K-B/C [0.00, 0.44, 0.55, 0.00, 0.00]
Q/K-c/c [0.00, 0.22, 0.76, 0.00, 0.00]
Q/J-B/C [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/c [0.03, 0.18, 0.74, 0.03, 0.03]
Q/-B/R/R [0.99, 0.00, 0.00, 0.00, 0.00]
Q/-c/B/R [0.20, 0.00, 0.00, 0.80, 0.00]
K/-B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
K/-c/B/R [0.00, 0.00, 0.00, 1.00, 0.00]
J/-B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
J/-c/B/R [0.51, 0.00, 0.00, 0.49, 0.00]
Q/J-B/C/B [0.00, 0.00, 0.00, 0.36, 0.64]
Q/J-B/C/c [0.00, 0.23, 0.76, 0.00, 0.00]
Q/J-B/R/C [0.01, 0.01, 0.95, 0.01, 0.01]
Q/J-c/B/C [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/c/B [0.00, 0.00, 0.00, 0.01, 0.99]
Q/J-c/c/c [0.00, 0.14, 0.86, 0.00, 0.00]
K/J-B/C/B [0.49, 0.00, 0.00, 0.50, 0.00]
K/J-B/C/c [0.00, 0.52, 0.47, 0.00, 0.00]
K/J-B/R/C [0.00, 0.31, 0.69, 0.00, 0.00]
K/J-c/B/C [0.01, 0.39, 0.58, 0.01, 0.01]
K/J-c/c/B [0.13, 0.00, 0.00, 0.27, 0.60]
K/J-c/c/c [0.00, 0.63, 0.37, 0.00, 0.00]
J/J-B/C/B [0.03, 0.00, 0.00, 0.97, 0.00]
J/J-B/C/c [0.00, 1.00, 0.00, 0.00, 0.00]
J/J-B/R/C [0.00, 0.00, 0.99, 0.00, 0.00]
J/J-c/B/C [0.01, 0.95, 0.01, 0.01, 0.01]
J/J-c/c/B [0.19, 0.00, 0.00, 0.80, 0.00]
J/J-c/c/c [0.00, 0.99, 0.00, 0.00, 0.00]
K/Q-B/C/B [0.22, 0.00, 0.00, 0.21, 0.56]
K/Q-B/C/c [0.00, 0.24, 0.75, 0.00, 0.00]
K/Q-B/R/C [0.06, 0.75, 0.07, 0.06, 0.06]
K/Q-c/B/C [0.01, 0.09, 0.87, 0.01, 0.01]
K/Q-c/c/B [0.33, 0.00, 0.00, 0.03, 0.64]
K/Q-c/c/c [0.00, 0.09, 0.90, 0.00, 0.00]
K/K-B/C/B [0.03, 0.01, 0.01, 0.95, 0.01]
K/K-B/C/c [0.01, 0.95, 0.03, 0.01, 0.01]
K/K-B/R/C [0.00, 0.14, 0.86, 0.00, 0.00]
K/K-c/B/C [0.00, 0.98, 0.02, 0.00, 0.00]
K/K-c/c/B [0.02, 0.00, 0.00, 0.98, 0.00]
K/K-c/c/c [0.00, 0.98, 0.01, 0.00, 0.00]
J/Q-B/C/B [0.01, 0.00, 0.00, 0.06, 0.93]
J/Q-B/C/c [0.00, 0.35, 0.65, 0.00, 0.00]
J/Q-B/R/C [0.00, 0.01, 0.98, 0.00, 0.00]
J/Q-c/B/C [0.00, 0.77, 0.22, 0.00, 0.00]
J/Q-c/c/B [0.00, 0.00, 0.00, 0.00, 0.99]
J/Q-c/c/c [0.00, 0.01, 0.99, 0.00, 0.00]
J/K-B/C/B [0.00, 0.00, 0.00, 0.10, 0.89]
J/K-B/C/c [0.00, 0.47, 0.52, 0.00, 0.00]
J/K-B/R/C [0.00, 0.01, 0.98, 0.00, 0.00]
J/K-c/B/C [0.01, 0.56, 0.41, 0.01, 0.01]
J/K-c/c/B [0.00, 0.00, 0.00, 0.05, 0.95]
J/K-c/c/c [0.00, 0.29, 0.71, 0.00, 0.00]
Q/Q-B/C/B [0.18, 0.00, 0.00, 0.82, 0.00]
Q/Q-B/C/c [0.01, 0.96, 0.02, 0.01, 0.01]
Q/Q-B/R/C [0.01, 0.67, 0.29, 0.01, 0.01]
Q/Q-c/B/C [0.01, 0.50, 0.46, 0.01, 0.01]
Q/Q-c/c/B [0.02, 0.00, 0.00, 0.98, 0.00]
Q/Q-c/c/c [0.01, 0.95, 0.02, 0.01, 0.01]
Q/K-B/C/B [0.24, 0.00, 0.00, 0.00, 0.75]
Q/K-B/C/c [0.05, 0.12, 0.72, 0.05, 0.05]
Q/K-B/R/C [0.00, 0.40, 0.59, 0.00, 0.00]
Q/K-c/B/C [0.00, 0.75, 0.24, 0.00, 0.00]
Q/K-c/c/B [0.18, 0.00, 0.00, 0.24, 0.58]
Q/K-c/c/c [0.00, 0.00, 1.00, 0.00, 0.00]
K/-c/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
J/-c/B/R/R [0.99, 0.00, 0.00, 0.00, 0.00]
Q/-c/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
K/J-B/C/B/R [0.96, 0.00, 0.00, 0.04, 0.00]
K/J-B/C/c/B [0.68, 0.00, 0.00, 0.16, 0.16]
K/J-B/R/C/B [0.08, 0.00, 0.00, 0.92, 0.00]
K/J-B/R/C/c [0.00, 0.93, 0.07, 0.00, 0.00]
K/J-B/R/R/C [0.00, 0.52, 0.48, 0.00, 0.00]
K/J-c/B/C/B [0.13, 0.00, 0.00, 0.87, 0.00]
K/J-c/B/C/c [0.00, 1.00, 0.00, 0.00, 0.00]
K/J-c/B/R/C [0.00, 0.56, 0.44, 0.00, 0.00]
K/J-c/c/B/R [0.10, 0.00, 0.00, 0.89, 0.00]
K/J-c/c/c/B [0.01, 0.00, 0.00, 0.05, 0.93]
K/Q-B/C/B/R [0.13, 0.00, 0.00, 0.28, 0.58]
K/Q-B/C/c/B [0.21, 0.00, 0.00, 0.09, 0.70]
K/Q-B/R/C/B [0.86, 0.00, 0.00, 0.12, 0.02]
K/Q-B/R/C/c [0.00, 0.00, 1.00, 0.00, 0.00]
K/Q-B/R/R/C [0.00, 0.46, 0.53, 0.00, 0.00]
K/Q-c/B/C/B [0.24, 0.00, 0.00, 0.04, 0.72]
K/Q-c/B/C/c [0.00, 0.04, 0.96, 0.00, 0.00]
K/Q-c/B/R/C [0.11, 0.34, 0.33, 0.11, 0.11]
K/Q-c/c/B/R [0.31, 0.00, 0.00, 0.69, 0.00]
K/Q-c/c/c/B [0.01, 0.00, 0.00, 0.44, 0.55]
J/K-B/C/B/R [0.00, 0.00, 0.00, 0.10, 0.90]
J/K-B/C/c/B [0.00, 0.00, 0.00, 0.45, 0.54]
J/K-B/R/C/B [0.01, 0.01, 0.01, 0.01, 0.97]
J/K-B/R/C/c [0.01, 0.11, 0.87, 0.01, 0.01]
J/K-B/R/R/C [0.00, 0.11, 0.88, 0.00, 0.00]
J/K-c/B/C/B [0.00, 0.00, 0.00, 0.28, 0.72]
J/K-c/B/C/c [0.20, 0.20, 0.20, 0.20, 0.20]
J/K-c/B/R/C [0.05, 0.81, 0.05, 0.05, 0.05]
J/K-c/c/B/R [0.05, 0.00, 0.00, 0.30, 0.64]
J/K-c/c/c/B [0.00, 0.00, 0.00, 0.20, 0.80]
J/Q-B/C/B/R [0.05, 0.00, 0.00, 0.24, 0.71]
J/Q-B/C/c/B [0.00, 0.00, 0.00, 0.51, 0.49]
J/Q-B/R/C/B [0.00, 0.00, 0.00, 0.23, 0.77]
J/Q-B/R/C/c [0.00, 0.31, 0.68, 0.00, 0.00]
J/Q-B/R/R/C [0.00, 0.89, 0.11, 0.00, 0.00]
J/Q-c/B/C/B [0.00, 0.00, 0.00, 0.34, 0.66]
J/Q-c/B/C/c [0.00, 0.24, 0.76, 0.00, 0.00]
J/Q-c/B/R/C [0.00, 0.97, 0.02, 0.00, 0.00]
J/Q-c/c/B/R [0.04, 0.00, 0.00, 0.10, 0.85]
J/Q-c/c/c/B [0.00, 0.00, 0.00, 0.04, 0.96]
Q/Q-B/C/B/R [0.02, 0.00, 0.00, 0.98, 0.00]
Q/Q-B/C/c/B [0.02, 0.00, 0.00, 0.98, 0.00]
Q/Q-B/R/C/B [0.43, 0.00, 0.00, 0.56, 0.00]
Q/Q-B/R/C/c [0.07, 0.73, 0.07, 0.07, 0.07]
Q/Q-B/R/R/C [0.00, 0.68, 0.32, 0.00, 0.00]
Q/Q-c/B/C/B [0.04, 0.00, 0.00, 0.96, 0.00]
Q/Q-c/B/C/c [0.00, 1.00, 0.00, 0.00, 0.00]
Q/Q-c/B/R/C [0.00, 0.49, 0.51, 0.00, 0.00]
Q/Q-c/c/B/R [0.15, 0.00, 0.00, 0.84, 0.00]
Q/Q-c/c/c/B [0.23, 0.01, 0.01, 0.75, 0.01]
K/K-B/C/B/R [0.35, 0.00, 0.00, 0.64, 0.00]
K/K-B/C/c/B [0.10, 0.00, 0.00, 0.89, 0.00]
K/K-B/R/C/B [0.00, 0.00, 0.00, 1.00, 0.00]
K/K-B/R/C/c [0.00, 0.57, 0.43, 0.00, 0.00]
K/K-B/R/R/C [0.00, 0.29, 0.70, 0.00, 0.00]
K/K-c/B/C/B [0.02, 0.00, 0.00, 0.98, 0.00]
K/K-c/B/C/c [0.02, 0.74, 0.19, 0.02, 0.02]
K/K-c/B/R/C [0.05, 0.66, 0.18, 0.05, 0.05]
K/K-c/c/B/R [0.01, 0.00, 0.00, 0.98, 0.00]
K/K-c/c/c/B [0.04, 0.00, 0.00, 0.95, 0.00]
J/J-B/C/B/R [0.12, 0.00, 0.00, 0.88, 0.00]
J/J-B/C/c/B [0.02, 0.02, 0.02, 0.91, 0.02]
J/J-B/R/C/B [0.05, 0.02, 0.02, 0.90, 0.02]
J/J-B/R/C/c [0.03, 0.87, 0.03, 0.03, 0.03]
J/J-B/R/R/C [0.03, 0.90, 0.03, 0.03, 0.03]
J/J-c/B/C/B [0.00, 0.00, 0.00, 0.99, 0.00]
J/J-c/B/C/c [0.00, 0.99, 0.01, 0.00, 0.00]
J/J-c/B/R/C [0.11, 0.29, 0.38, 0.11, 0.11]
J/J-c/c/B/R [0.05, 0.01, 0.01, 0.90, 0.01]
J/J-c/c/c/B [0.02, 0.01, 0.01, 0.96, 0.01]
Q/K-B/C/B/R [0.38, 0.00, 0.00, 0.45, 0.16]
Q/K-B/C/c/B [0.56, 0.00, 0.00, 0.03, 0.40]
Q/K-B/R/C/B [0.45, 0.03, 0.03, 0.47, 0.03]
Q/K-B/R/C/c [0.03, 0.03, 0.89, 0.03, 0.03]
Q/K-B/R/R/C [0.00, 0.15, 0.84, 0.00, 0.00]
Q/K-c/B/C/B [0.69, 0.00, 0.00, 0.11, 0.20]
Q/K-c/B/C/c [0.00, 0.02, 0.98, 0.00, 0.00]
Q/K-c/B/R/C [0.07, 0.39, 0.40, 0.07, 0.07]
Q/K-c/c/B/R [0.31, 0.00, 0.00, 0.68, 0.00]
Q/K-c/c/c/B [0.45, 0.00, 0.00, 0.01, 0.53]
Q/J-B/C/B/R [0.02, 0.02, 0.02, 0.17, 0.75]
Q/J-B/C/c/B [0.00, 0.00, 0.00, 0.00, 0.98]
Q/J-B/R/C/B [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-B/R/C/c [0.01, 0.95, 0.01, 0.01, 0.01]
Q/J-B/R/R/C [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/B/C/B [0.01, 0.01, 0.01, 0.36, 0.63]
Q/J-c/B/C/c [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/B/R/C [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/c/B/R [0.28, 0.05, 0.05, 0.57, 0.06]
Q/J-c/c/c/B [0.01, 0.01, 0.01, 0.01, 0.97]
Q/J-B/C/B/R/R [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-B/C/c/B/R [0.00, 0.00, 0.00, 0.08, 0.92]
Q/J-B/R/C/B/R [0.01, 0.01, 0.01, 0.94, 0.01]
Q/J-B/R/C/c/B [0.00, 0.00, 0.00, 0.30, 0.70]
Q/J-B/R/R/C/B [0.05, 0.00, 0.00, 0.15, 0.80]
Q/J-B/R/R/C/c [0.00, 0.03, 0.96, 0.00, 0.00]
Q/J-c/B/C/B/R [0.03, 0.00, 0.00, 0.07, 0.89]
Q/J-c/B/C/c/B [0.00, 0.00, 0.00, 0.23, 0.77]
Q/J-c/B/R/C/B [0.00, 0.00, 0.00, 1.00, 0.00]
Q/J-c/B/R/C/c [0.00, 1.00, 0.00, 0.00, 0.00]
Q/J-c/B/R/R/C [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/c/B/R/R [0.20, 0.20, 0.20, 0.20, 0.20]
Q/J-c/c/c/B/R [0.00, 0.00, 0.00, 0.00, 1.00]
K/J-B/C/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
K/J-B/C/c/B/R [0.54, 0.00, 0.00, 0.46, 0.00]
K/J-B/R/C/B/R [0.33, 0.00, 0.00, 0.67, 0.00]
K/J-B/R/C/c/B [0.05, 0.00, 0.00, 0.79, 0.16]
K/J-B/R/R/C/B [0.39, 0.00, 0.00, 0.61, 0.00]
K/J-B/R/R/C/c [0.00, 0.00, 1.00, 0.00, 0.00]
K/J-c/B/C/B/R [0.89, 0.00, 0.00, 0.04, 0.07]
K/J-c/B/C/c/B [0.53, 0.00, 0.00, 0.01, 0.46]
K/J-c/B/R/C/B [0.20, 0.20, 0.20, 0.20, 0.20]
K/J-c/B/R/C/c [0.20, 0.20, 0.20, 0.20, 0.20]
K/J-c/B/R/R/C [0.00, 0.48, 0.51, 0.00, 0.00]
K/J-c/c/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
K/J-c/c/c/B/R [0.00, 0.00, 0.00, 1.00, 0.00]
J/J-B/C/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
J/J-B/C/c/B/R [0.00, 0.00, 0.00, 1.00, 0.00]
J/J-B/R/C/B/R [0.20, 0.20, 0.20, 0.20, 0.20]
J/J-B/R/C/c/B [0.00, 0.00, 0.00, 1.00, 0.00]
J/J-B/R/R/C/B [0.00, 0.00, 0.00, 1.00, 0.00]
J/J-B/R/R/C/c [0.00, 0.68, 0.31, 0.00, 0.00]
J/J-c/B/C/B/R [0.43, 0.00, 0.00, 0.56, 0.00]
J/J-c/B/C/c/B [0.20, 0.20, 0.20, 0.20, 0.20]
J/J-c/B/R/C/B [0.32, 0.00, 0.00, 0.68, 0.00]
J/J-c/B/R/C/c [0.00, 1.00, 0.00, 0.00, 0.00]
J/J-c/B/R/R/C [0.02, 0.12, 0.82, 0.02, 0.02]
J/J-c/c/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
J/J-c/c/c/B/R [0.15, 0.00, 0.00, 0.85, 0.00]
K/Q-B/C/B/R/R [0.11, 0.00, 0.00, 0.00, 0.89]
K/Q-B/C/c/B/R [0.04, 0.00, 0.00, 0.15, 0.80]
K/Q-B/R/C/B/R [0.35, 0.03, 0.03, 0.56, 0.03]
K/Q-B/R/C/c/B [0.29, 0.18, 0.18, 0.18, 0.18]
K/Q-B/R/R/C/B [0.41, 0.00, 0.00, 0.13, 0.46]
K/Q-B/R/R/C/c [0.00, 0.31, 0.69, 0.00, 0.00]
K/Q-c/B/C/B/R [0.03, 0.03, 0.03, 0.89, 0.03]
K/Q-c/B/C/c/B [0.81, 0.00, 0.00, 0.02, 0.16]
K/Q-c/B/R/C/B [0.20, 0.20, 0.20, 0.20, 0.20]
K/Q-c/B/R/C/c [0.20, 0.20, 0.20, 0.20, 0.20]
K/Q-c/B/R/R/C [0.01, 0.06, 0.91, 0.01, 0.01]
K/Q-c/c/B/R/R [0.86, 0.01, 0.01, 0.01, 0.10]
K/Q-c/c/c/B/R [0.45, 0.00, 0.00, 0.54, 0.00]
K/K-B/C/B/R/R [0.99, 0.00, 0.00, 0.00, 0.00]
K/K-B/C/c/B/R [0.05, 0.00, 0.00, 0.94, 0.00]
K/K-B/R/C/B/R [0.39, 0.00, 0.00, 0.61, 0.00]
K/K-B/R/C/c/B [0.00, 0.00, 0.00, 1.00, 0.00]
K/K-B/R/R/C/B [0.02, 0.00, 0.00, 0.98, 0.00]
K/K-B/R/R/C/c [0.00, 0.97, 0.03, 0.00, 0.00]
K/K-c/B/C/B/R [0.21, 0.00, 0.00, 0.78, 0.00]
K/K-c/B/C/c/B [0.16, 0.01, 0.01, 0.82, 0.01]
K/K-c/B/R/C/B [0.20, 0.20, 0.20, 0.20, 0.20]
K/K-c/B/R/C/c [0.20, 0.20, 0.20, 0.20, 0.20]
K/K-c/B/R/R/C [0.00, 0.72, 0.28, 0.00, 0.00]
K/K-c/c/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
K/K-c/c/c/B/R [0.29, 0.00, 0.00, 0.71, 0.00]
J/Q-B/C/B/R/R [0.37, 0.01, 0.01, 0.01, 0.60]
J/Q-B/C/c/B/R [0.01, 0.00, 0.00, 0.74, 0.25]
J/Q-B/R/C/B/R [0.19, 0.01, 0.01, 0.77, 0.01]
J/Q-B/R/C/c/B [0.00, 0.00, 0.00, 0.00, 1.00]
J/Q-B/R/R/C/B [0.00, 0.00, 0.00, 0.15, 0.84]
J/Q-B/R/R/C/c [0.00, 0.96, 0.04, 0.00, 0.00]
J/Q-c/B/C/B/R [0.01, 0.00, 0.00, 0.37, 0.62]
J/Q-c/B/C/c/B [0.00, 0.00, 0.00, 0.23, 0.76]
J/Q-c/B/R/C/B [0.01, 0.00, 0.00, 0.43, 0.57]
J/Q-c/B/R/C/c [0.00, 0.36, 0.64, 0.00, 0.00]
J/Q-c/B/R/R/C [0.00, 0.30, 0.70, 0.00, 0.00]
J/Q-c/c/B/R/R [0.07, 0.07, 0.07, 0.07, 0.72]
J/Q-c/c/c/B/R [0.01, 0.01, 0.01, 0.96, 0.01]
J/K-B/C/B/R/R [0.14, 0.00, 0.00, 0.00, 0.84]
J/K-B/C/c/B/R [0.01, 0.00, 0.00, 0.03, 0.96]
J/K-B/R/C/B/R [0.26, 0.03, 0.03, 0.64, 0.03]
J/K-B/R/C/c/B [0.00, 0.00, 0.00, 0.08, 0.92]
J/K-B/R/R/C/B [0.00, 0.00, 0.00, 0.01, 0.98]
J/K-B/R/R/C/c [0.00, 0.99, 0.00, 0.00, 0.00]
J/K-c/B/C/B/R [0.05, 0.00, 0.00, 0.11, 0.84]
J/K-c/B/C/c/B [0.08, 0.00, 0.00, 0.18, 0.73]
J/K-c/B/R/C/B [0.00, 0.00, 0.00, 0.31, 0.69]
J/K-c/B/R/C/c [0.00, 0.34, 0.66, 0.00, 0.00]
J/K-c/B/R/R/C [0.02, 0.18, 0.77, 0.02, 0.02]
J/K-c/c/B/R/R [0.23, 0.00, 0.00, 0.00, 0.77]
J/K-c/c/c/B/R [0.01, 0.01, 0.01, 0.48, 0.49]
Q/Q-B/C/B/R/R [1.00, 0.00, 0.00, 0.00, 0.00]
Q/Q-B/C/c/B/R [0.03, 0.00, 0.00, 0.96, 0.00]
Q/Q-B/R/C/B/R [0.09, 0.00, 0.00, 0.90, 0.00]
